category,yyyy,mm,platform_type,gmv
농축수산물,2020,8,mobile,"365,015"
생활용품,2020,8,mobile,"944,770"
자동차 및 자동차용품,2020,8,mobile,"99,520"
가구,2020,8,mobile,"293,284"
애완용품,2020,8,mobile,"72,051"
여행 및 교통서비스,2020,8,mobile,"611,093"
문화 및 레저서비스,2020,8,mobile,"45,161"
e쿠폰서비스,2020,8,mobile,"303,874"
음식서비스,2020,8,mobile,"1,592,008"
기타서비스,2020,8,mobile,"96,286"
기타,2020,8,mobile,"258,180"
컴퓨터 및 주변기기,2020,8,web,"317,309"
가전·전자·통신기기,2020,8,web,"606,195"
서적,2020,8,web,"106,634"
사무·문구,2020,8,web,"31,482"
의복,2020,8,web,"327,626"
신발,2020,8,web,"82,165"
가방,2020,8,web,"50,340"
패션용품 및 액세서리,2020,8,web,"53,664"
스포츠·레저용품,2020,8,web,"142,115"
화장품,2020,8,web,"679,461"
아동·유아용품,2020,8,web,"77,828"
음·식료품,2020,8,web,"424,877"
농축수산물,2020,8,web,"144,810"
생활용품,2020,8,web,"338,954"
자동차 및 자동차용품,2020,8,web,"103,666"
가구,2020,8,web,"121,066"
애완용품,2020,8,web,"21,052"
여행 및 교통서비스,2020,8,web,"185,124"
문화 및 레저서비스,2020,8,web,"36,692"
e쿠폰서비스,2020,8,web,"46,254"
음식서비스,2020,8,web,"84,628"
기타서비스,2020,8,web,"71,564"
기타,2020,8,web,"113,773"
컴퓨터 및 주변기기,2020,9,mobile,"266,509"
가전·전자·통신기기,2020,9,mobile,"889,874"
서적,2020,9,mobile,"105,396"
사무·문구,2020,9,mobile,"49,505"
의복,2020,9,mobile,"744,125"
신발,2020,9,mobile,"128,754"
가방,2020,9,mobile,"174,129"
패션용품 및 액세서리,2020,9,mobile,"117,317"
스포츠·레저용품,2020,9,mobile,"302,901"
화장품,2020,9,mobile,"440,750"
아동·유아용품,2020,9,mobile,"308,491"
음·식료품,2020,9,mobile,"1,459,915"
농축수산물,2020,9,mobile,"503,688"
생활용품,2020,9,mobile,"904,018"
자동차 및 자동차용품,2020,9,mobile,"97,959"
가구,2020,9,mobile,"320,242"
애완용품,2020,9,mobile,"74,400"
여행 및 교통서비스,2020,9,mobile,"431,356"
문화 및 레저서비스,2020,9,mobile,"30,579"
e쿠폰서비스,2020,9,mobile,"351,585"
음식서비스,2020,9,mobile,"1,529,446"
기타서비스,2020,9,mobile,"60,981"
기타,2020,9,mobile,"180,287"
컴퓨터 및 주변기기,2020,9,web,"340,378"
가전·전자·통신기기,2020,9,web,"526,924"
서적,2020,9,web,"115,167"
사무·문구,2020,9,web,"37,859"
의복,2020,9,web,"405,174"
신발,2020,9,web,"87,578"
가방,2020,9,web,"49,430"
패션용품 및 액세서리,2020,9,web,"48,240"
스포츠·레저용품,2020,9,web,"155,087"
화장품,2020,9,web,"633,462"
아동·유아용품,2020,9,web,"86,070"
음·식료품,2020,9,web,"572,914"
농축수산물,2020,9,web,"229,345"
생활용품,2020,9,web,"348,788"
자동차 및 자동차용품,2020,9,web,"120,173"
가구,2020,9,web,"132,334"
애완용품,2020,9,web,"21,958"
여행 및 교통서비스,2020,9,web,"123,273"
문화 및 레저서비스,2020,9,web,"31,572"
e쿠폰서비스,2020,9,web,"50,051"
음식서비스,2020,9,web,"74,125"
기타서비스,2020,9,web,"85,448"
기타,2020,9,web,"110,072"
컴퓨터 및 주변기기,2020,10,mobile,"227,738"
가전·전자·통신기기,2020,10,mobile,"986,053"
서적,2020,10,mobile,"79,516"
사무·문구,2020,10,mobile,"53,193"
의복,2020,10,mobile,"1,053,679"
신발,2020,10,mobile,"155,518"
가방,2020,10,mobile,"185,255"
패션용품 및 액세서리,2020,10,mobile,"121,415"
스포츠·레저용품,2020,10,mobile,"372,247"
화장품,2020,10,mobile,"441,619"
아동·유아용품,2020,10,mobile,"311,686"
음·식료품,2020,10,mobile,"1,217,403"
농축수산물,2020,10,mobile,"365,581"
생활용품,2020,10,mobile,"866,070"
자동차 및 자동차용품,2020,10,mobile,"93,194"
가구,2020,10,mobile,"322,488"
애완용품,2020,10,mobile,"76,057"
여행 및 교통서비스,2020,10,mobile,"521,749"
문화 및 레저서비스,2020,10,mobile,"51,033"
e쿠폰서비스,2020,10,mobile,"298,375"
음식서비스,2020,10,mobile,"1,477,912"
기타서비스,2020,10,mobile,"57,834"
기타,2020,10,mobile,"168,140"
컴퓨터 및 주변기기,2020,10,web,"323,962"
가전·전자·통신기기,2020,10,web,"626,691"
서적,2020,10,web,"90,674"
사무·문구,2020,10,web,"41,280"
의복,2020,10,web,"544,156"
신발,2020,10,web,"100,509"
가방,2020,10,web,"49,545"
패션용품 및 액세서리,2020,10,web,"47,449"
스포츠·레저용품,2020,10,web,"190,829"
화장품,2020,10,web,"590,253"
아동·유아용품,2020,10,web,"84,436"
음·식료품,2020,10,web,"431,807"
농축수산물,2020,10,web,"129,079"
생활용품,2020,10,web,"337,699"
자동차 및 자동차용품,2020,10,web,"60,263"
가구,2020,10,web,"133,811"
애완용품,2020,10,web,"24,619"
여행 및 교통서비스,2020,10,web,"168,635"
문화 및 레저서비스,2020,10,web,"51,228"
e쿠폰서비스,2020,10,web,"58,275"
음식서비스,2020,10,web,"68,387"
기타서비스,2020,10,web,"107,462"
기타,2020,10,web,"119,404"
컴퓨터 및 주변기기,2020,11,mobile,"286,321"
가전·전자·통신기기,2020,11,mobile,"1,146,215"
서적,2020,11,mobile,"93,638"
사무·문구,2020,11,mobile,"57,155"
의복,2020,11,mobile,"1,128,543"
신발,2020,11,mobile,"176,927"
가방,2020,11,mobile,"191,000"
패션용품 및 액세서리,2020,11,mobile,"129,181"
스포츠·레저용품,2020,11,mobile,"356,150"
화장품,2020,11,mobile,"486,511"
아동·유아용품,2020,11,mobile,"311,410"
음·식료품,2020,11,mobile,"1,289,991"
농축수산물,2020,11,mobile,"376,431"
생활용품,2020,11,mobile,"899,288"
자동차 및 자동차용품,2020,11,mobile,"121,261"
가구,2020,11,mobile,"315,001"
애완용품,2020,11,mobile,"75,784"
여행 및 교통서비스,2020,11,mobile,"524,515"
문화 및 레저서비스,2020,11,mobile,"40,525"
e쿠폰서비스,2020,11,mobile,"340,209"
음식서비스,2020,11,mobile,"1,572,472"
기타서비스,2020,11,mobile,"72,186"
기타,2020,11,mobile,"200,252"
컴퓨터 및 주변기기,2020,11,web,"362,768"
가전·전자·통신기기,2020,11,web,"783,551"
서적,2020,11,web,"103,428"
사무·문구,2020,11,web,"45,514"
의복,2020,11,web,"629,357"
신발,2020,11,web,"115,314"
가방,2020,11,web,"56,394"
패션용품 및 액세서리,2020,11,web,"54,549"
스포츠·레저용품,2020,11,web,"194,039"
화장품,2020,11,web,"647,938"
아동·유아용품,2020,11,web,"98,064"
음·식료품,2020,11,web,"473,214"
농축수산물,2020,11,web,"140,846"
생활용품,2020,11,web,"351,345"
자동차 및 자동차용품,2020,11,web,"96,470"
가구,2020,11,web,"138,798"
애완용품,2020,11,web,"25,048"
여행 및 교통서비스,2020,11,web,"172,017"
문화 및 레저서비스,2020,11,web,"31,431"
e쿠폰서비스,2020,11,web,"58,307"
음식서비스,2020,11,web,"70,115"
기타서비스,2020,11,web,"60,947"
기타,2020,11,web,"130,998"
컴퓨터 및 주변기기,2020,12,mobile,"325,899"
가전·전자·통신기기,2020,12,mobile,"1,144,449"
서적,2020,12,mobile,"127,634"
사무·문구,2020,12,mobile,"75,978"
의복,2020,12,mobile,"974,699"
신발,2020,12,mobile,"158,830"
가방,2020,12,mobile,"194,812"
패션용품 및 액세서리,2020,12,mobile,"151,922"
스포츠·레저용품,2020,12,mobile,"312,926"
화장품,2020,12,mobile,"517,825"
아동·유아용품,2020,12,mobile,"412,937"
음·식료품,2020,12,mobile,"1,478,857"
농축수산물,2020,12,mobile,"477,308"
생활용품,2020,12,mobile,"1,013,666"
자동차 및 자동차용품,2020,12,mobile,"125,728"
가구,2020,12,mobile,"347,823"
애완용품,2020,12,mobile,"83,563"
여행 및 교통서비스,2020,12,mobile,"372,483"
문화 및 레저서비스,2020,12,mobile,"7,813"
e쿠폰서비스,2020,12,mobile,"378,919"
음식서비스,2020,12,mobile,"2,110,493"
기타서비스,2020,12,mobile,"66,875"
기타,2020,12,mobile,"212,305"
컴퓨터 및 주변기기,2020,12,web,"460,931"
가전·전자·통신기기,2020,12,web,"728,265"
서적,2020,12,web,"138,813"
사무·문구,2020,12,web,"55,776"
의복,2020,12,web,"522,339"
신발,2020,12,web,"112,607"
가방,2020,12,web,"53,679"
패션용품 및 액세서리,2020,12,web,"59,215"
스포츠·레저용품,2020,12,web,"168,259"
화장품,2020,12,web,"556,827"
아동·유아용품,2020,12,web,"120,797"
음·식료품,2020,12,web,"534,739"
농축수산물,2020,12,web,"173,628"
생활용품,2020,12,web,"396,384"
자동차 및 자동차용품,2020,12,web,"80,065"
가구,2020,12,web,"150,034"
애완용품,2020,12,web,"25,202"
여행 및 교통서비스,2020,12,web,"101,961"
문화 및 레저서비스,2020,12,web,"5,577"
e쿠폰서비스,2020,12,web,"51,820"
음식서비스,2020,12,web,"86,835"
기타서비스,2020,12,web,"78,572"
기타,2020,12,web,"155,136"
컴퓨터 및 주변기기,2021,1,mobile,"343,664"
가전·전자·통신기기,2021,1,mobile,"1,175,808"
서적,2021,1,mobile,"131,758"
사무·문구,2021,1,mobile,"58,932"
의복,2021,1,mobile,"721,019"
신발,2021,1,mobile,"115,948"
가방,2021,1,mobile,"181,101"
패션용품 및 액세서리,2021,1,mobile,"129,486"
스포츠·레저용품,2021,1,mobile,"260,243"
화장품,2021,1,mobile,"501,187"
아동·유아용품,2021,1,mobile,"326,787"
음·식료품,2021,1,mobile,"1,590,713"
농축수산물,2021,1,mobile,"538,740"
생활용품,2021,1,mobile,"950,970"
자동차 및 자동차용품,2021,1,mobile,"110,109"
가구,2021,1,mobile,"348,700"
애완용품,2021,1,mobile,"82,060"
여행 및 교통서비스,2021,1,mobile,"405,916"
문화 및 레저서비스,2021,1,mobile,"22,273"
e쿠폰서비스,2021,1,mobile,"383,584"
음식서비스,2021,1,mobile,"1,962,140"
기타서비스,2021,1,mobile,"90,464"
기타,2021,1,mobile,"169,868"
컴퓨터 및 주변기기,2021,1,web,"447,354"
가전·전자·통신기기,2021,1,web,"697,320"
서적,2021,1,web,"127,000"
사무·문구,2021,1,web,"40,162"
의복,2021,1,web,"369,690"
신발,2021,1,web,"86,437"
가방,2021,1,web,"47,063"
패션용품 및 액세서리,2021,1,web,"48,466"
스포츠·레저용품,2021,1,web,"132,979"
화장품,2021,1,web,"579,430"
아동·유아용품,2021,1,web,"85,106"
음·식료품,2021,1,web,"574,766"
농축수산물,2021,1,web,"211,216"
생활용품,2021,1,web,"357,099"
자동차 및 자동차용품,2021,1,web,"45,394"
가구,2021,1,web,"142,632"
애완용품,2021,1,web,"22,897"
여행 및 교통서비스,2021,1,web,"92,628"
문화 및 레저서비스,2021,1,web,"12,042"
e쿠폰서비스,2021,1,web,"56,896"
음식서비스,2021,1,web,"68,899"
기타서비스,2021,1,web,"77,984"
기타,2021,1,web,"144,348"
컴퓨터 및 주변기기,2021,2,mobile,"342,479"
가전·전자·통신기기,2021,2,mobile,"1,064,770"
서적,2021,2,mobile,"104,616"
사무·문구,2021,2,mobile,"54,137"
의복,2021,2,mobile,"681,389"
신발,2021,2,mobile,"127,604"
가방,2021,2,mobile,"188,562"
패션용품 및 액세서리,2021,2,mobile,"120,746"
스포츠·레저용품,2021,2,mobile,"242,553"
화장품,2021,2,mobile,"463,196"
아동·유아용품,2021,2,mobile,"300,755"
음·식료품,2021,2,mobile,"1,369,859"
농축수산물,2021,2,mobile,"451,228"
생활용품,2021,2,mobile,"838,681"
자동차 및 자동차용품,2021,2,mobile,"93,827"
가구,2021,2,mobile,"323,447"
애완용품,2021,2,mobile,"73,279"
여행 및 교통서비스,2021,2,mobile,"449,886"
문화 및 레저서비스,2021,2,mobile,"48,369"
e쿠폰서비스,2021,2,mobile,"332,834"
음식서비스,2021,2,mobile,"1,806,835"
기타서비스,2021,2,mobile,"100,385"
기타,2021,2,mobile,"154,459"
컴퓨터 및 주변기기,2021,2,web,"438,236"
가전·전자·통신기기,2021,2,web,"583,896"
서적,2021,2,web,"108,834"
사무·문구,2021,2,web,"40,041"
의복,2021,2,web,"321,473"
신발,2021,2,web,"82,177"
가방,2021,2,web,"48,751"
패션용품 및 액세서리,2021,2,web,"42,826"
스포츠·레저용품,2021,2,web,"120,338"
화장품,2021,2,web,"440,241"
아동·유아용품,2021,2,web,"79,290"
음·식료품,2021,2,web,"509,439"
농축수산물,2021,2,web,"193,415"
생활용품,2021,2,web,"321,053"
자동차 및 자동차용품,2021,2,web,"60,954"
가구,2021,2,web,"127,538"
애완용품,2021,2,web,"20,063"
여행 및 교통서비스,2021,2,web,"125,908"
문화 및 레저서비스,2021,2,web,"28,330"
e쿠폰서비스,2021,2,web,"53,893"
음식서비스,2021,2,web,"61,654"
기타서비스,2021,2,web,"80,481"
기타,2021,2,web,"108,870"
컴퓨터 및 주변기기,2021,3,mobile,"326,465"
가전·전자·통신기기,2021,3,mobile,"1,088,058"
서적,2021,3,mobile,"128,673"
사무·문구,2021,3,mobile,"62,225"
의복,2021,3,mobile,"977,992"
신발,2021,3,mobile,"177,532"
가방,2021,3,mobile,"224,121"
패션용품 및 액세서리,2021,3,mobile,"142,129"
스포츠·레저용품,2021,3,mobile,"335,630"
화장품,2021,3,mobile,"518,274"
아동·유아용품,2021,3,mobile,"340,884"
음·식료품,2021,3,mobile,"1,459,955"
농축수산물,2021,3,mobile,"441,000"
생활용품,2021,3,mobile,"947,250"
자동차 및 자동차용품,2021,3,mobile,"108,431"
가구,2021,3,mobile,"365,053"
애완용품,2021,3,mobile,"82,125"
여행 및 교통서비스,2021,3,mobile,"491,201"
문화 및 레저서비스,2021,3,mobile,"54,335"
e쿠폰서비스,2021,3,mobile,"381,150"
음식서비스,2021,3,mobile,"1,972,286"
기타서비스,2021,3,mobile,"146,820"
기타,2021,3,mobile,"209,974"
컴퓨터 및 주변기기,2021,3,web,"533,564"
가전·전자·통신기기,2021,3,web,"630,670"
서적,2021,3,web,"141,767"
사무·문구,2021,3,web,"50,337"
의복,2021,3,web,"482,893"
신발,2021,3,web,"125,887"
가방,2021,3,web,"57,511"
패션용품 및 액세서리,2021,3,web,"52,576"
스포츠·레저용품,2021,3,web,"170,335"
화장품,2021,3,web,"531,752"
아동·유아용품,2021,3,web,"89,061"
음·식료품,2021,3,web,"527,744"
농축수산물,2021,3,web,"160,613"
생활용품,2021,3,web,"371,256"
자동차 및 자동차용품,2021,3,web,"241,728"
가구,2021,3,web,"154,604"
애완용품,2021,3,web,"22,976"
여행 및 교통서비스,2021,3,web,"141,071"
문화 및 레저서비스,2021,3,web,"32,468"
e쿠폰서비스,2021,3,web,"71,450"
음식서비스,2021,3,web,"61,016"
기타서비스,2021,3,web,"113,167"
기타,2021,3,web,"144,790"
